FTno_State,Fuel_Name,FTno_FDR,Fuel_FDR,FBM,FHS_s,FHS_ns,FHS_el,FHS_b,FL_s,FL_ns,FL_el,FL_b,FL_o,FL_total,FI_s,FI_ns,FI_el,FI_b,FI_o,FI_total,Fk_s,Fk_ns,Fk_el,Fk_b,Fk_o,Fk_total,H_ns,H_el,H_o,Hk_ns,Cov_o,WF_Sav,WF_Heath,WRF_For,Spotting,Prod_BG,OFHR,WSF,FHR_s,FHR_el,FHR_b
4045,Woodlands / Heathlands associated scrubs and shrublands,600,Heath,Heathland,3.43,2.94,3.56,0,11.6,3.1,5.8,0,0,20.5,1.18,0.32,0.54,0,0,2.04,0.4,0.4,0.35,0,0,0.4,,1.3,,,,,0.35,2.5,0,,5,0,,,
4046,Grassland / Sedgeland communities associated with heathlands scrubs and shrublands,600,Heath,Heathland,2.88,2.47,3.23,0,4,4.7,2.7,0,0,11.4,0.38,0.45,0.15,0,0,0.98,0.6,0.6,0.2,0,0,0.6,,1.3,,,,,0.67,2,0,,4,0,,,
4047,Woodlands / Shrublands associated with Mitchell grass or bluegrass,300,Woodland,Savanna,1.43,1.23,2.82,0,0.9,2.5,0.6,0,0,4,0.09,0.26,0,0,0,0.35,0.4,0.4,0.35,0,0,0.4,,,,,,0.5,,2,0,,2,0,,,
4048,Sedgelands associated with Mitchell grass or bluegrass,800,Grass,Grassland,2.01,1.72,0,0,0.8,4,0,0,0,4.8,0.07,0.34,0,0,0,0.41,0.6,0.6,0,0,0,0.6,,,,,,,,1.5,0,,2,0,,,
4049,Woodlands / Shrublands associated with inland forblands to tussock grasslands,300,Woodland,Savanna,1.46,1.25,2.82,0,0.9,2.3,1.2,0,0,4.4,0.09,0.23,0.09,0,0,0.41,0.4,0.4,0.35,0,0,0.4,,,,,,0.5,,2.5,0,,2,0,,,
4050,Mixed open forblands to tussock grasslands in inland locations,550,Chenopod_shrubland,Grassland,1.04,0.89,0,0,0.6,2.1,0.1,0,0,2.8,0.07,0.23,0,0,0,0.3,0.6,0.6,0,0,0,0.6,,,,,,,,1.5,0,,2,0,,,
4052,Shrublands / Sedgeland associated with hummock grasslands / grasslands dominated by spinifex or sandhill canegrass,400,Spinifex,Spinifex,1.08,0.93,2.82,0,0.6,1.3,0.5,0,0,2.4,0.06,0.14,0.04,0,0,0.24,0.25,0.25,0.25,0,0,0.25,,,,,,1,,1.5,0,1,2,0,,,
4053,Open forest dominated wetlands,150,Wet_forest,Vesta,2.46,2.11,3.37,1.61,6,3.4,5.3,1.7,8,24.4,1.18,0.67,1.08,0.34,0,3.27,0.67,0.67,0.25,1.7,0.3,0.67,25,1.5,20,0.3,,,,3,0,,5,0,,,
4057,Hoop plantations,200,Pine,Pine,0.78,0.67,2.71,1.61,2,0,1.2,1,0,4.2,0.5,0,0,0.3,0,0.8,0.67,0.67,0.25,2,0,0.67,,,,,,,,3.5,0,,1,0,,,
4058,Cropping and Horticulture,820,Crop,Grassland,1.38,1.18,2.64,1.57,3.7,0,1,0.9,0,5.6,0.4,0,0.1,0,0,0.5,0.6,0.6,0.25,0.79,0,0.6,,,,,,,,1.5,0,,3,0,,,
4059,Low to moderate tree cover in built-up areas,370,Urban,Savanna,1.76,1.51,2.85,1.61,5,0,2,1,0,8,0.5,0,0.2,0.1,0,0.8,0.4,0.4,0.35,1.33,0,0.4,,,,,,0.5,,2,0,,4,0,,,
4061,Low grass or tree cover in built-up areas,950,Built_up,Non_combustible,1.14,0.98,2.22,0,3,0,0.5,0,0,3.5,0.3,0,0.1,0,0,0.4,0.6,0.6,0.25,0,0,0.6,,,,,,,,1.5,0,,2,0,,,
4063,Water bodies or very low vegetation cover,900,Non_combustible,Non_combustible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,,1,0,,,
4100,Forest,100,Forest,Vesta,3.5,3,,,11,3.5,4,5,4.5,31,0,0,0,0,0,0,0.3,0.2,0.2,0.1,0.3,0.3,25,1.5,20,0.3,,,,3,0,,5,0,,,
4130,Mitchell grass or bluegrass tussock grasslands,800,Grass,Grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,
4132,Closed tussock grasslands in coastal locations,800,Grass,Grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,
4133,Hummock grasslands on dunefields or sandplains,400,Spinifex,Spinifex,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,2,0,,,
4134,Wetlands: Swamps lakes claypans,750,Low_wetland,Grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,
4055,Mangroves and saltmarshes,900,Non_combustible,Non_combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,
4150,Wet_forest,150,Wet_forest,Vesta,3.5,3,,,11,3.5,4,5,8,34.5,0,0,0,0,0,0,0.35,0.2,0.15,0.1,0.3,0.35,25,1.5,20,0.3,,,,3,0,,5,1,,,
4200,Pine,200,Pine,Pine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,
4300,Woodland,300,Woodland,Savanna,,,,,,,,,,4.5,,,,,,3,,,,,,0.67,,,,,,0.5,,,,,4,0,,,
4350,Woody_horticulture,350,Woody_horticulture,Savanna,,,,,,,,,,1.6,,,,,,1.6,,,,,,1,,,,,,0.5,,,,,2,0,,,
4360,Rural,360,Rural,Savanna,,,,,,,,,,3.2,,,,,,3.2,,,,,,1,,,,,,0.5,,,,,2,0,,,
4370,Urban,370,Urban,Savanna,1.76,1.51,2.85,1.61,5,0,2,1,0,8,0.5,0,0.2,0.1,0,0.8,0.4,0.4,0.35,1.33,0,0.4,,,,,,0.5,,2,0,,1,0,,,
4400,Spinifex,400,Spinifex,Spinifex,1.08,0.93,2.82,0,2.8,0,1.4,0,0,4.2,0.3,0,0.1,0,0,0.4,0.25,0.25,0.25,0,0,0.25,,,,,,1,,1.5,0,1,2,0,,,
4450,Spinifex_woodland,450,Spinifex_woodland,Spinifex,2.36,2.02,2.48,1.61,7.2,0,0.8,1,0,9,0.7,0,0.1,0.1,0,0.9,0.4,0.4,0.35,1.33,0,0.4,,,,,,0.5,,2.5,0,2,3,0,,,
4500,Mallee,500,Mallee,Mallee heath,1.8,2.2,1.7,1.2,3,1.5,2.3,0,1,7.8,0.6,0.3,0.5,0,0.2,1.6,0.3,0.2,0.2,0.1,0.3,0.3,,,4,,18,,,,,,3,0,,,
4550,Chenopod_shrubland,550,Chenopod_shrubland,Grassland,1.04,0.89,0,0,2.7,0,0,0,0,2.7,0.3,0,0,0,0,0.3,0.6,0.6,0,0,0,0.6,,,,,,,,0,0,,2,0,,,
4600,Heath,600,Heath,Heathland,,,,,,,,,,20,,,,,,6,,,,,,0.2,,1.3,,,,,0.67,,,,3,0,,,
4650,Wet_heath,650,Wet_heath,Heathland,2.91,2.49,2.81,2.38,7.8,3,1.9,0,0,12.7,2.1,0,0.4,0.4,0,2.9,0.25,0.25,0.25,2.08,0,0.25,,1.3,,,,,0.67,3.5,0,,3,0,,,
4750,Low_wetland,750,Low_wetland,Grassland,2.36,2.02,3.23,2.06,3.9,3.4,3.5,0,0,10.8,0.7,0,0.3,0.2,0,1.2,0.6,0.6,0.2,1.61,0,0.6,,,,,,,,,,1,1,0,,,
4800,Grass,800,Grass,Grassland,,,,,4.5,,,,,4.5,,,,,,,1,,,,,1,,,,,,,,,,,2,0,,,
4810,Pasture,810,Pasture,Grassland,,,,,3,,,,,3,,,,,,,1,,,,,1,,,,,,,,,,,1,0,,,
4820,Crop,820,Crop,Grassland,,,,,5,,,,,5,,,,,,,1,,,,,1,,,,,,,,1.5,0,,2,0,,,
4830,Horticulture,830,Horticulture,Non_combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,
4900,Non_combustible,900,Non_combustible,Non_combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
4950,Built_up,950,Built_up,Non_combustible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,
2101,Shrub grass dry sclerophyll forests,100,Forest,Vesta,3.1,2.7,2.8,3,11,1,2,2.43,4.5,20.93,1,0,0.1,1,0,2.1,0.3,0.3,0.2,0.1,1,0.3,25,1.3,25,0.3,54,,,3,1,,5,0,3,3,4
2102,Western shrub grass dry sclerophyll forests,100,Forest,Vesta,3.1,2.7,2.8,2,11,1,2,1.67,4.5,20.17,1,0,0.1,0.67,0,1.77,0.3,0.3,0.2,0.1,1,0.3,25,1.3,25,0.3,42,,,2.5,0,,3,0,3,3,3
2103,Piliga shrub grass dry sclerophyll forests,100,Forest,Vesta,2.1,1.8,2.6,2,5.5,0.5,1,1.45,2.3,10.75,0.5,0,0.1,0.55,0,1.15,0.25,0.25,0.2,0.1,1,0.25,25,1.3,25,0.3,38,,,2.5,0,,3,0,2,3,3
2105,Tableland shrubby dry sclerophyll forests,100,Forest,Vesta,2.8,2.8,2,3.2,11,1,2.5,2.55,5.8,30.85,1,0,0.3,1,0,2.3,0.15,0.15,0.15,0.1,1,0.15,18,0.9,20,0.3,44,,,3,1,,5,0,5,3,4
2106,Western shrubby dry sclerophyll forests,100,Forest,Vesta,3.2,2.7,3,1,11,0.5,2.5,0.86,2.7,18.56,1,0,0.3,0.14,0,1.44,0.16,0.16,0.15,0.1,1,0.16,25,1.3,25,0.3,44,,,3,0,,3,0,3,3,2
2108,Coastal valley grassy woodlands,100,Forest,Vesta,3,3.2,3.2,2.3,6.5,1.5,2,1.67,4.5,16.17,1,0,0.1,0.56,0,1.66,0.45,0.45,0.3,0.1,1,0.45,16,1.8,35,0.3,49,,,3,0,,5,0,3,3,4
2109,Subalpine woodlands,100,Forest,Vesta,3.3,2.8,2.8,3,11,1,2,1,6.8,25.8,2,0,0.1,0.5,0,2.6,0.3,0.3,0.2,0.1,1,0.3,25,1.3,15,0.3,40,,,2.5,1,,5,0,4,3,4
2111,Coastal shrubby dry sclerophyll forests,100,Forest,Vesta,3.5,3,3.5,2.1,11,1.9,4.9,2.5,3.5,27.3,1.7,0,0.7,0.88,0,3.28,0.17,0.17,0.2,0.1,1,0.17,25,2.2,25,0.3,63,,,3.5,0,,5,0,4,4,4
2112,Coastal sand shrubby dry sclerophyll forests,100,Forest,Vesta,3.6,3,3,3,11,1,2.5,2.2,8.4,31.1,1,0,0.5,0.8,0,2.3,0.32,0.32,0.25,0.1,1,0.32,25,1.3,35,0.3,64,,,3.5,1,,5,0,4,3,4
2113,South East dry sclerophyll forests,100,Forest,Vesta,3.4,3.1,2.5,3,10,2,5,3.4,2.7,23.1,1,0,0.7,1.2,0,2.9,0.19,0.19,0.19,0.1,1,0.19,32,1.7,30,0.3,60,,,3.5,1,,5,0,3,4,5
2114,Hinterland shrubby dry sclerophyll forests,100,Forest,Vesta,3.4,2.9,3.3,3,11,1.9,4.9,2.62,3.5,27.42,1.7,0,0.7,0.92,0,3.32,0.17,0.17,0.2,0.1,1,0.17,25,1.3,25,0.3,61,,,3.5,1,,5,0,4,4,4
2151,Rainforests,150,Wet_forest,Vesta,2.8,2.4,2.6,1.6,8,1,1,1,8,19,0,0,0.1,0.5,0,0.6,0.75,0.75,0.3,0.1,1,0.75,25,1.3,40,0.3,71,,,5,0,,3,0,3,3,3
2152,Shrubby wet sclerophyll forests,150,Wet_forest,Vesta,3.7,3,2.5,1.9,11,2,3,3.88,6.9,32.78,1,0,0.1,1.38,0,2.48,0.35,0.35,0.15,0.1,1,0.35,25,2,60,0.3,69,,,4.5,0,,5,1,4,3,5
2153,Grassy wet sclerophyll forests,150,Wet_forest,Vesta,3.8,3,3,2.9,11,0,2,3.5,9.6,33.1,1,0,0.1,1.13,0,2.23,0.35,0.35,0.15,0.1,1,0.35,25,1.7,40,0.3,63,,,4.5,0,,5,1,4,3,5
2154,Montane grassy wet sclerophyll forests,150,Wet_forest,Vesta,4,3,2.8,3,11,0,2,2.6,8,36.6,1,0,0.1,1,0,2.1,0.2,0.2,0.15,0.1,1,0.2,25,1.3,35,0.3,53,,,3.5,1,,5,1,5,3,4
2161,Swamp forests,150,Wet_forest,Vesta,3.7,3,3.3,3.2,11.2,7.6,3.75,5,4.5,34.05,5,0,0,0.3,0,5.3,0.13,0.13,0.4,0.12,1,0.13,25,1.3,20,0.3,57,,,3.5,1,,5,0,4,4,4
2162,Floodplain forests,150,Wet_forest,Vesta,3,2.6,2,1,11.3,0,0.4,0.3,4.5,16.5,0,0,0,0.1,0,0.1,0.68,0.68,0.2,0.2,1,0.68,25,1.3,30,0.3,56,,,2.5,0,,2,0,3,2,2
2170,Hardwood plantation,100,Forest,Vesta,2.5,1,1,3,12,2.5,1,2,10,13,0,0,0,0,0,0,0.6,0.6,0.5,0.45,1,0.6,20,1.3,20,0.3,,,,4,1,,4,0,4,1,4
2200,Softwood plantation,200,Pine,Pine,,,,,11,0,1.8,0.3,0,13.1,1.7,0,0.1,0,0,1.8,0.6,0.6,0.2,0.34,1,0.6,,,,,,,,4.5,,,4,0,4,3,2
2301,Semi-arid woodlands (grassy),300,Woodland,Savanna,3,2.6,2,1,10.1,0,0.4,0.3,0,10.8,1.2,0,0,0.1,0,1.3,0.6,0.6,0.2,0.2,1,0.6,,,20,,9,0.5,,2,0,,2,0,3,2,2
2302,Western grassy woodlands,300,Woodland,Savanna,3,2.6,2.2,2,8,2,0.5,1.4,4.5,16.4,1,0,0.1,0.6,0,1.7,0.4,0.4,0.2,0.1,1,0.4,,,20,,32,0.5,,2.5,0,,3,0,3,2,3
2303,Tableland grassy woodlands,300,Woodland,Savanna,3,2.6,2.2,4,8,2,0.5,3.3,4.5,18.3,1,0,0.1,1.2,0,2.3,0.4,0.4,0.2,0.1,1,0.4,,,25,,46,0.5,,2.5,1,,4,0,3,2,5
2304,Inland riverine forests,300,Woodland,Savanna,2.4,2.1,2.5,2.2,7.4,0,0.8,2.4,4.5,15.1,1.7,0,0.1,0,0,1.8,0.25,0.25,0.2,0.2,1,0.25,,,40,,21,0.5,,2.5,0,,3,0,2,3,3
2311,Semi-arid woodlands (shrubby),310,Acacia_woodland,Savanna,2,1.7,1,1.5,5.8,0,0.1,0.8,0,6.7,0,0,0,0,0,0,0.3,0.3,0.25,0.05,1,0.3,,,30,,26,0.5,,2.5,0,,2,0,2,1,3
2312,Arid shrublands (acacia),310,Acacia_woodland,Savanna,2,1.7,2,0,5.8,0,0.4,0,0,6.2,1.2,0,0,0,0,1.2,0.25,0.25,0.2,0,1,0.25,,,,,2,0.64,,1.5,0,,2,0,2,2,1
2350,Orchard / Vineyard,350,Woody_horticulture,Savanna,,,,,2.9,0,0,0,0,2.9,0.2,0,0,0,0,0.2,0.8,0.8,0,0,1,0.8,,,,,,0.64,,1.5,,,1,0,1,1,1
2360,Rural / Remnant woodland,360,Rural,Savanna,3,2.6,2.2,2,10,0,0.5,1.8,4.5,16.8,1,0,0.1,0.3,0,1.4,0.4,0.4,0.2,0.1,1,0.4,,,,,20,0.5,,2.5,0,,3,0,3,2,3
2370,Urban,370,Urban,Savanna,,,,,1.6,0,0,0,1.5,3.1,0,0,0,0,0,0,1,1,0,0,1,1,,,,,20,0.5,,2.5,,,1,0,1,1,1
2451,Dune mallee woodlands,450,Spinifex_woodland,Spinifex,2.8,2.4,2,3,9.1,0,0.4,5,0,14.5,0,0,0,0,0,0,0.1,0.1,0.7,0.15,1,0.1,,,6,,19,0.64,,1.5,1,1,4,0,3,2,4
2501,Sand Plain Mallee Woodlands,500,Mallee,Mallee heath,2.5,2.1,3.4,3,7.8,0,5.5,5,0,18.3,2.6,0,0,0.1,0,2.7,0.25,0.25,0.8,0.3,1,0.25,,,8,,21,0.64,,1.5,1,,5,0,3,4,4
2551,Chenopod shrublands,550,Chenopod_shrubland,Grassland,,,,,3.2,0,0,0,0,3.2,0.5,0,0,0,0,0.5,0.2,0.2,0,0,1,0.2,,,,,,,,1.2,,,1,0,1,1,1
2601,Tall heath,600,Heath,Heathland,,,,,22.2,1.7,13,0,0,36.9,2.7,0,1.6,0,0,4.3,0.07,0.07,0.15,0,1,0.07,,4,,,,,0.67,2,,,5,0,5,5,1
2602,Short heath,600,Heath,Heathland,,,,,5.8,0,6,0,0,11.8,2,0,0,0,0,2,0.6,0.6,0.6,0,1,0.6,,1.5,,,,,0.67,1.5,,,5,0,2,5,1
2603,Montane & Alpine heath,600,Heath,Heathland,,,,,6.6,0,6,0,0,12.6,1.5,0,0.1,0,0,1.6,0.1,0.1,0.25,0,1,0.1,,1,,,,,0.67,1.5,,,4,0,2,4,1
2604,Alpine fjaeldmarks,600,Heath,Heathland,,,,,2.6,0,0,0,0,2.6,0.7,0,0,0,0,0.7,0.15,0.15,0,0,1,0.15,,0.25,,,,,0.67,1,,,1,0,1,1,1
2751,Alpine Herbfields,750,Low_wetland,Grassland,,,,,5.8,0,0,0,0,5.8,1.2,0,0,0,0,1.2,0.2,0.2,0,0,1,0.2,,,,,,,,1,,,2,0,2,1,1
2752,Freshwater wetlands,750,Low_wetland,Grassland,,,,,2.6,0,0,0,0,2.6,0,0,0,0,0,0,0.7,0.7,0,0,1,0.7,,,,,,,,1.2,,,1,0,1,1,1
2800,Native Grasslands,800,Grass,Grassland,,,,,5.1,0,0,0,0,5.1,1.5,0,0,0,0,1.5,0.9,0.9,0,0,1,0.9,,,,,,,,1.2,,,2,0,2,1,1
2810,Pasture Grassland,810,Pasture,Grassland,,,,,4.5,0,0,0,0,4.5,0,0,0,0,0,0,1,1,0,0,1,1,,,,,,,,1.2,,,2,0,2,1,1
2820,Crop,820,Crop,Grassland,,,,,5,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,1,1,,,,,,,,1.2,,,2,0,2,1,1
2900,Fuel absent (Water / sand / no vegetation),900,Non_combustible,Non_combustible,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,,,,,,,,0,,,0,0,1,1,1
2901,Saline wetlands,900,Non_combustible,Non_combustible,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,,,8,,57,,,3.5,,,1,0,1,1,1
2950,Urban Built up,950,Built_up,Non_combustible,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,,,,,20,0.5,,2.5,,,1,0,1,1,1
1101,Shrub grass dry sclerophyll forests,100,Forest,Vesta,3.1,2.7,2.8,3,11,1,2,2.43,4.5,20.93,1,0,0.1,1,0,2.1,0.3,0.3,0.2,0.1,1,0.3,25,1.3,25,0.3,54,,,3,1,0,5,,,,
1102,Western shrub grass dry sclerophyll forests,100,Forest,Vesta,3.1,2.7,2.8,2,11,1,2,1.67,4.5,20.17,1,0,0.1,0.67,0,1.77,0.3,0.3,0.2,0.1,1,0.3,25,1.3,25,1.3,42,,,2.5,0,0,3,,,,
1103,Piliga shrub grass dry sclerophyll forests,100,Forest,Vesta,2.1,1.8,2.6,2,5.5,0.5,1,1.45,2.3,10.75,0.5,0,0.1,0.55,0,1.15,0.25,0.25,0.2,0.1,1,0.25,25,1.3,25,2.3,38,,,2.5,0,0,3,,,,
1105,Tableland shrubby dry sclerophyll forests,100,Forest,Vesta,2.8,2.8,2,3.2,11,1,2.5,2.55,5.8,30.85,1,0,0.3,1,0,2.3,0.15,0.15,0.15,0.1,1,0.15,18,0.9,20,3.3,44,,,3,1,0,5,,,,
1106,Western shrubby dry sclerophyll forests,100,Forest,Vesta,3.2,2.7,3,1,11,0.5,2.5,0.86,2.7,18.56,1,0,0.3,0.14,0,1.44,0.16,0.16,0.15,0.1,1,0.16,25,1.3,25,4.3,44,,,3,0,0,3,,,,
1108,Coastal valley grassy woodlands,100,Forest,Vesta,3,3,3.2,2.3,6.5,1.5,2,1.67,4.5,16.17,1,0,0.1,0.56,0,1.66,0.45,0.45,0.3,0.1,1,0.45,16,1.8,35,5.3,49,,,3,0,0,5,,,,
1109,Subalpine woodlands,100,Forest,Vesta,3.3,2.8,2.8,3,11,1,2,1,6.8,25.8,2,0,0.1,0.5,0,2.6,0.3,0.3,0.2,0.1,1,0.3,25,1.3,15,6.3,40,,,2.5,1,0,5,,,,
1111,Coastal shrubby dry sclerophyll forests,100,Forest,Vesta,3.5,3,3.5,2.1,11,1.9,4.9,2.5,3.5,27.3,1.7,0,0.7,0.88,0,3.28,0.17,0.17,0.2,0.1,1,0.17,25,2.2,25,7.3,63,,,3.5,0,0,5,,,,
1112,Coastal sand shrubby dry sclerophyll forests,100,Forest,Vesta,3.6,3,3,3,11,1,2.5,2.2,8.4,31.1,1,0,0.5,0.8,0,2.3,0.32,0.32,0.25,0.1,1,0.32,25,1.3,35,8.3,64,,,3.5,1,0,5,,,,
1113,South East dry sclerophyll forests,100,Forest,Vesta,3.4,3,2.5,3,10,2,5,3.4,2.7,23.1,1,0,0.7,1.2,0,2.9,0.19,0.19,0.19,0.1,1,0.19,25,1.7,30,9.3,60,,,3.5,1,0,5,,,,
1114,Hinterland shrubby dry sclerophyll forests,100,Forest,Vesta,3.4,2.9,3.3,3,11,1.9,4.9,2.62,3.5,27.42,1.7,0,0.7,0.92,0,3.32,0.17,0.17,0.2,0.1,1,0.17,25,1.3,25,10.3,61,,,3.5,1,0,5,,,,
1151,Rainforests,150,Wet_forest,Vesta,2.8,2.4,2.6,1.6,8,1,1,1,8,19,0,0,0.1,0.5,0,0.6,0.75,0.75,0.3,0.1,1,0.75,25,1.3,40,11.3,71,,,5,0,0,2,,,,
1152,Shrubby wet sclerophyll forests,150,Wet_forest,Vesta,3.7,3,2.5,1.9,11,2,3,3.88,6.9,32.78,1,0,0.1,1.38,0,2.48,0.35,0.35,0.15,0.1,1,0.35,25,2,60,12.3,69,,,4.5,0,0,5,,,,
1153,Grassy wet sclerophyll forests,150,Wet_forest,Vesta,3.8,3,3,2.9,11,0,2,3.5,9.6,33.1,1,0,0.1,1.13,0,2.23,0.35,0.35,0.15,0.1,1,0.35,25,1.7,40,13.3,63,,,4.5,0,0,5,,,,
1154,Montane grassy wet sclerophyll forests,150,Wet_forest,Vesta,4,3,2.8,3,24,0,2,2.6,8,36.6,1,0,0.1,1,0,2.1,0.2,0.2,0.15,0.1,1,0.2,25,1.3,35,14.3,53,,,3.5,1,0,5,,,,
1161,Swamp forests,150,Wet_forest,Vesta,3.7,3,3.3,3.2,11,7.6,3.75,5,4.5,34.05,5,0,0,0.3,0,5.3,0.13,0.13,0.4,0.12,1,0.13,25,1.3,20,15.3,57,,,3.5,1,0,5,,,,
1162,Floodplain forests,150,Wet_forest,Vesta,3,2.6,2,1,11,0,0.4,0.3,4.5,16.5,0,0,0,0.1,0,0.1,0.68,0.68,0.2,0.2,1,0.68,25,1.3,30,16.3,56,,,2.5,0,0,2,,,,
1170,Hardwood plantation,100,Forest,Vesta,2.5,1,1,3,11,2.5,1,2,10,13,0,0,0,0,0,0,0.6,0.6,0.5,0.45,1,0.6,20,1.3,20,17.3,0,,,4,1,0,4,,,,
1200,Softwood plantation,200,Pine,Pine,0,0,0,0,11,0,1.8,0.3,0,13.1,1.7,0,0.1,0,0,1.8,0.6,0.6,0.2,0.34,1,0.6,25,,0,18.3,0,,,4.5,0,0,4,,,,
1301,Semi-arid woodlands (grassy),300,Woodland,Savanna,3,2.6,2,1,10.1,0,0.4,0.3,0,10.8,1.2,0,0,0.1,0,1.3,0.6,0.6,0.2,0.2,1,0.6,25,,20,19.3,9,0.5,,2,0,0,2,,,,
1302,Western grassy woodlands,300,Woodland,Savanna,3,2.6,2.2,2,8,2,0.5,1.4,4.5,16.4,1,0,0.1,0.6,0,1.7,0.4,0.4,0.2,0.1,1,0.4,25,,20,20.3,32,0.5,,2.5,0,0,3,,,,
1303,Tableland grassy woodlands,300,Woodland,Savanna,3,2.6,2.2,4,8,2,0.5,3.3,4.5,18.3,1,0,0.1,1.2,0,2.3,0.4,0.4,0.2,0.1,1,0.4,25,,25,21.3,46,0.5,,2.5,1,0,4,,,,
1304,Inland riverine forests,300,Woodland,Savanna,2.4,2.1,2.5,2.2,7.4,0,0.8,2.4,4.5,15.1,1.7,0,0.1,0,0,1.8,0.25,0.25,0.2,0.2,1,0.25,25,,40,22.3,21,0.5,,2.5,0,0,3,,,,
1311,Semi-arid woodlands (shrubby),310,Acacia_woodland,Savanna,2,1.7,1,1.5,5.8,0,0.1,0.8,0,6.7,0,0,0,0,0,0,0.3,0.3,0.25,0.05,1,0.3,25,,30,23.3,26,0.5,,2.5,0,0,2,,,,
1312,Arid shrublands (acacia),310,Acacia_woodland,Savanna,2,1.7,2,0,5.8,0,0.4,0,0,6.2,1.2,0,0,0,0,1.2,0.25,0.25,0.2,0,1,0.25,25,,0,24.3,2,0.64,,1.5,0,0,2,,,,
1350,Orchard / Vineyard,350,Woody_horticulture,Savanna,0,0,0,0,2.9,0,0,0,0,2.9,0.2,0,0,0,0,0.2,0.8,0.8,0,0,1,0.8,25,,0,25.3,0,0.64,,1.5,0,0,1,,,,
1360,Rural / Remnant woodland,360,Rural,Savanna,3,2.6,2.2,2,10,0,0.5,1.8,4.5,16.8,1,0,0.1,0.3,0,1.4,0.4,0.4,0.2,0.1,1,0.4,25,,0,26.3,20,0.5,,2.5,0,0,3,,,,
1370,Urban,370,Urban,Savanna,0,0,0,0,1.6,0,0,0,1.5,3.1,0,0,0,0,0,0,1,1,0,0,1,1,25,,0,27.3,20,0.5,,2.5,0,0,1,,,,
1451,Dune mallee woodlands,450,Spinifex_woodland,Spinifex,2.8,2.4,2,3,9.1,0,0.4,5,0,14.5,0,0,0,0,0,0,0.1,0.1,0.7,0.15,1,0.1,25,,6,28.3,19,0.64,,1.5,1,0,4,,,,
1501,Sand Plain Mallee Woodlands,500,Mallee,Mallee heath,2.5,2.1,3.4,3,7.8,0,5.5,5,0,18.3,2.6,0,0,0.1,0,2.7,0.25,0.25,0.8,0.3,1,0.25,25,,8,29.3,21,0.64,,1.5,1,0,5,,,,
1551,Chenopod shrublands,550,Chenopod_shrubland,Grassland,0,0,0,0,3.2,0,0,0,0,3.2,0.5,0,0,0,0,0.5,0.2,0.2,0,0,1,0.2,25,,0,30.3,0,,,1.2,0,0,1,,,,
1601,Tall heath,600,Heath,Heathland,0,0,0,0,22.2,1.7,13,0,0,36.9,2.7,0,1.6,0,0,4.3,0.07,0.07,0.15,0,1,0.07,25,1.3,0,31.3,0,,0.67,2,0,0,5,,,,
1602,Short heath,600,Heath,Heathland,0,0,0,0,5.8,0,6,0,0,11.8,2,0,0,0,0,2,0.6,0.6,0.6,0,1,0.6,25,1.3,0,32.3,0,,0.67,1.5,0,0,5,,,,
1603,Montane & Alpine heath,600,Heath,Heathland,0,0,0,0,6.6,0,6,0,0,12.6,1.5,0,0.1,0,0,1.6,0.1,0.1,0.25,0,1,0.1,25,1.3,0,33.3,0,,0.67,1.5,0,0,4,,,,
1604,Alpine fjaeldmarks,600,Heath,Heathland,0,0,0,0,2.6,0,0,0,0,2.6,0.7,0,0,0,0,0.7,0.15,0.15,0,0,1,0.15,25,1.3,0,34.3,0,,0.67,1,0,0,1,,,,
1751,Alpine Herbfields,750,Low_wetland,Grassland,0,0,0,0,5.8,0,0,0,0,5.8,1.2,0,0,0,0,1.2,0.2,0.2,0,0,1,0.2,25,,0,35.3,0,,,1,0,0,2,,,,
1752,Freshwater wetlands,750,Low_wetland,Grassland,0,0,0,0,2.6,0,0,0,0,2.6,0,0,0,0,0,0,0.7,0.7,0,0,1,0.7,25,,0,36.3,0,,,1.2,0,0,1,,,,
1800,Native Grasslands,800,Grass,Grassland,0,0,0,0,5.1,0,0,0,0,5.1,1.5,0,0,0,0,1.5,0.9,0.9,0,0,1,0.9,25,,0,37.3,0,,,1.2,0,0,2,,,,
